-3	0	0
-2.89	0	0
-2.78	0	0
-2.67	0	0
-2.56	0	0
-2.45	0	0
-2.34	0	0
-2.23	0	0
-2.12	0	0
-2.01	0	0
-1.9	0	0
-1.79	0	0
-1.68	0	0
-1.57	0	0
-1.46	0	0
-1.35	0	0
-1.24	0	0
-1.13	0	0
-1.02	0	0
-0.91	0	0
-0.8	0	0
-0.69	0	0
-0.58	0	0
-0.47	0	0
-0.36	0	0
-0.25	0	0
-0.14	0	0
-0.03	0	0
0.08	0	0
0.19	0	0
0.3	0	0
0.41	0	0
0.52	0	0
0.63	0	0
0.74	0	0
0.85	0	0
0.96	0	0
1.07	0	0
1.18	0	0
1.29	0	0
1.4	0	0
1.51	0	0
1.62	0	0
1.73	0	0
1.84	0	0
1.95	0	0
2.06	0	0
2.17	0	0
2.28	0	0
2.39	0	0
2.5	0	0
2.61	0	0
2.72	0	0
2.83	0	0
2.94	0	0
3.05	0	0
3.16	0	0
3.27	0	0
3.38	0	0
3.49	0	0
3.6	0	0
3.71	0	0
3.82	0	0
3.93	0	0
4.04	0	0
4.15	0	0
4.26	0	0
4.37	0	0
4.48	0	0
4.59	0	0
4.7	0	0
4.81	0	0
4.92	0	0
5.03	0	0
